file_id,num_vertices,num_faces,num_geometrical_degenerated_faces,num_combinatorial_degenerated_faces,num_connected_components,num_boundary_edges,num_duplicated_faces,euler_characteristic,num_self_intersections,num_coplanar_intersecting_faces,vertex_manifold,edge_manifold,oriented,total_area,min_area,p25_area,median_area,p75_area,p90_area,p95_area,max_area,min_valance,p25_valance,median_valance,p75_valance,p90_valance,p95_valance,max_valance,min_dihedral_angle,p25_dihedral_angle,median_dihedral_angle,p75_dihedral_angle,p90_dihedral_angle,p95_dihedral_angle,max_dihedral_angle,min_aspect_ratio,p25_aspect_ratio,median_aspect_ratio,p75_aspect_ratio,p90_aspect_ratio,p95_aspect_ratio,max_aspect_ratio,PWN,solid,ave_area,ave_valance,ave_dihedral_angle,ave_aspect_ratio
1146174,9541,19098,0,0,1,0,0,-8,59,26,1,1,1,3356.635305,2.54E-07,0.004982237808,0.02819715979,0.1617663544,0.3982068985,0.5133131082,14.00895012,3,5,6,7,8,9,64,0,0.007313224103,0.05286091461,0.1691027231,1.2550184,1.570796327,3.141592654,1.009959808,3.2264766,8.473431592,18.69428561,92.46714493,297.5622503,35628223.51,1,0,0.1757584724,6.005030919,0.2621912601,6143.394732
1146175,6629,13258,0,0,1,0,0,0,0,0,1,1,1,983.1330764,4.32E-06,0.0100708952,0.02946803963,0.07914901413,0.2122369588,0.2286662126,4.274672568,3,5,6,6,7,8,64,0,0.006829996352,0.03234326716,0.09905097554,1.293312964,1.57573595,1.886702941,1.062958893,2.557632897,6.908262355,14.53548057,133.9220204,465.66426,1006592.111,1,1,0.07415395055,6,0.2135420381,1086.118634
1146176,10080,20160,0,0,1,0,0,0,110,49,1,1,1,3566.07764,2.45E-07,0.01010452818,0.02084244245,0.1199466913,0.4700281924,0.6387323866,10.17841248,3,5,6,7,8,8,45,0,0.006766355795,0.04090216316,0.1492307315,1.267330336,1.570796327,3.141592654,1.004593364,2.41379814,6.142639564,21.53415251,100.8888476,437.949385,15998895.7,1,0,0.1768887718,6,0.2551562028,2307.895594
1146177,51203,102490,0,0,1,0,0,-42,303,0,1,1,1,52109.99392,4.69E-07,0.008751425343,0.03261303854,0.2157906846,0.9479329921,2.162079956,85.33607949,3,5,6,6,7,8,32,0,0.007243830767,0.04699648754,0.1170953203,0.163654398,0.1764594685,3.140765118,1.000020433,1.402440345,2.53322427,6.936925779,30.12584427,95.77031979,14994355.84,1,0,0.5084397885,6.004921587,0.1024400185,248.3945331
1146178,10304,20608,0,0,1,0,0,0,0,0,1,1,1,4261.272729,4.22E-06,0.00526110611,0.02386344681,0.1334355819,0.5835538399,0.9021404991,15.04427604,3,5,6,7,8,8,48,0,0.002951456933,0.03804981633,0.1562636606,1.28465827,1.598452147,1.92330614,1.010321869,2.331566481,7.298125452,25.43552086,146.8672586,603.2428383,22808939.06,1,1,0.2067775975,6,0.2634148406,7035.317969
1146179,5543,11110,0,0,1,0,0,-12,202,75,1,1,1,1759.68197,2.53E-05,0.02763152694,0.04920056365,0.1950801136,0.361298293,0.3638239002,11.85376239,3,5,6,7,8,9,85,0,0.005290878366,0.038630882,0.1893770802,1.53406174,1.772394876,3.141592654,1.020488014,3.080799338,8.870047102,15.56122984,84.16811312,242.8860234,59223155.19,1,0,0.1583872161,6.012989356,0.328296671,14054.63742
1146180,4227,8458,0,0,1,0,0,-2,0,0,1,1,1,2438.395537,2.02E-06,0.02773672265,0.0482702263,0.1464032418,0.4155495819,0.8470404515,97.37012355,3,6,6,6,7,7,46,0,1.47E-05,0.0625080212,0.1241439752,0.1674674054,0.4341784645,2.17582676,1.000050115,1.754278262,2.235975345,3.452765666,12.87886548,42.06059511,16194545.74,1,1,0.2882945776,6.002838893,0.1394750178,2079.029264
1146181,2055,4110,0,0,1,0,0,0,0,0,1,1,1,1032.06247,0.000585681458,0.06752672462,0.1500530055,0.2251324242,0.2373727066,1.134451665,2.535984639,4,6,6,6,7,7,11,0,2.69E-06,0.07446288579,0.09082444493,0.1340195551,0.1495767656,2.180510721,1.001542337,1.20328961,1.227297818,1.308917087,5.186991671,17.58774228,3261.820546,1,1,0.2511100901,6,0.114938522,8.043891228
1146183,1735,3470,0,0,1,0,0,0,0,0,1,1,1,738.0496287,0.0002478830812,0.102911108,0.1557136907,0.1881288738,0.1958811478,0.4954257257,2.195065523,4,6,6,6,6,6,12,0,2.06E-06,0.05832766185,0.07278489035,0.07445371512,0.1028370029,1.795428478,1.053086676,1.208976372,1.245522104,1.611612074,3.099059195,13.14266006,5148.007834,1,1,0.2126944175,6,0.1174903619,7.173183014
1146184,695,1414,0,0,1,0,0,-12,0,0,1,1,1,2234.37797,0.0001038654129,0.1882794703,0.3310492645,2.999099385,4.320437392,5.486498479,33.33144995,3,5,6,6,7,9.3,45,0,0,0.07121505945,1.407854309,1.570796327,1.571422959,1.614863493,1.232489665,4.43835299,7.938982429,16.15874821,37.12584819,68.65183637,2373981.319,1,1,1.58018244,6.103597122,0.5152114554,2922.427955
1146185,1686,3372,0,0,1,0,0,0,0,0,1,1,1,3322.643127,0.001015994617,0.106575277,0.2507902925,1.295312799,1.820275251,3.464935712,79.53360936,4,5,6,6,7,8,33,0,8.24E-06,0.07869484647,0.1698234857,1.555827633,1.570796327,1.904020392,1.000212263,1.395827701,1.679694104,4.390867987,37.86597398,122.0152303,481270.1508,1,1,0.9853627305,6,0.3301725933,193.5053541
1146186,973,1954,0,0,1,0,0,-4,0,0,1,1,1,1789.153402,0.001628211612,0.04765879364,0.05881205535,0.4570304511,1.302109032,2.544957703,118.8247651,4,5,6,6,7,8,38,0,1.18E-06,0.07738450436,0.1569893876,1.570796083,1.570796327,2.002963209,1.0510788,1.261870442,1.308463895,12.11107043,35.5445903,70.76476225,889119.5893,1,1,0.9156363369,6.024665982,0.2495963108,615.2788631
1146187,1814,3644,0,0,1,0,0,-8,0,0,1,1,1,2605.808651,2.66E-05,0.003439658471,0.0355682773,0.1816224201,0.8313030134,2.851102533,43.94334135,4,5,6,6,7,8,36,0,3.19E-05,0.05568042943,0.1503012851,0.8106050449,1.570796327,1.837250616,1.00143314,1.655224759,3.633459259,8.074661911,37.58685978,88.50877924,26127.06344,1,1,0.7150956782,6.02646086,0.2059059215,71.12643217
1146188,1747,3510,0,0,1,0,0,-8,0,0,1,1,1,1597.232346,5.29E-05,0.01042592466,0.05159165908,0.3305122402,0.9804641619,2.465162688,17.22095075,4,6,6,6,7,7,36,0,3.72E-06,0.0728851266,0.1569632824,1.18144676,1.570796327,1.791082878,1.0612137,1.280338591,1.425617606,7.315241069,22.70037533,45.13195452,872471.8333,1,1,0.4550519506,6.027475673,0.2241403038,747.4863814
1146189,3374,6772,0,0,1,0,0,-12,0,0,1,1,1,16380.76901,1.63E-05,0.04698929908,0.6989693476,1.731097193,4.850810505,7.990056583,278.7706455,3,5,6,6,7,9,35,0,6.97E-06,0.03021811036,0.1662668352,1.582990277,1.602920319,1.913648596,1.000052972,1.956409296,4.283081078,10.44567712,44.39723042,89.3933179,5197225.804,1,1,2.418896782,6.021339656,0.3706164183,884.8537611
1146190,830,1660,0,0,1,0,0,0,0,0,1,1,1,1959.638784,0.01983419768,0.3203331962,0.690561062,1.726489062,2.037014777,2.722592521,35.58188004,4,5,6,7,7,7,34,0,0,0.04257904602,1.087627593,1.570796327,1.570796327,1.999669954,1.000546216,1.238065623,2.118277184,5.266752616,18.21938926,44.75566668,73099.86665,1,1,1.180505292,6,0.4897458655,73.16173791
1146191,895,1806,0,4,1,10,0,-10,0,0,0,0,0,3671.865274,0,0.257704292,0.6552539165,3.389386681,6.035219056,7.880118182,36.19301926,3,5,6,6,8,10.3,32,0,0,0.076349269,1.568550886,1.570796327,1.570796327,1.619877619,1.085302046,4.921188886,9.33580953,21.30307275,56.86462292,119.4889011,739071289.6,0,0,2.033147992,6.058100559,0.5361217312,419269.8677
1146192,3738,7480,0,0,1,0,0,-2,0,0,1,1,1,2317.618144,1.57E-05,0.03741403472,0.07727936601,0.283634205,0.4178216993,0.9931013884,95.85495985,3,6,6,6,7,7,37,0,5.87E-06,0.07027157696,0.1468818932,0.1698010802,1.077369725,2.237245369,1.002949593,1.945858201,2.177280935,3.35448651,8.126457493,29.80625231,765787.1609,1,1,0.3098419979,6.003210273,0.1427322856,117.3029262
1146193,1984,3976,0,0,1,0,0,-4,0,0,1,1,1,2902.114384,2.40E-05,0.07586343202,0.2056740425,1.216846173,2.369923175,2.806532124,6.194838254,4,5,6,6,7,8,30,0,0.0003256346245,0.05542499635,0.7860924222,1.014119404,1.570796327,2.507789091,1.001737034,1.684812141,6.528389151,44.54387611,94.95445884,104.6085615,21197.36894,1,1,0.7299080442,6.012096774,0.3623659638,70.89541928
1146195,946,1908,0,0,1,0,0,-8,0,0,1,1,1,2038.124556,0.0009827374706,0.1168827859,0.4015662383,1.362234605,2.575721955,3.602611712,52.24514505,4,5,6,6,7,8,70,0,0,0.08495832434,1.04712349,1.570796327,1.57228577,1.572287597,1.005572201,3.055311969,5.561560634,13.65210788,14.51485193,37.47343058,1434182.449,1,1,1.068199453,6.050739958,0.4316585821,890.6232135
1146196,3214,6520,0,0,1,0,0,-46,0,0,1,1,1,16013.00568,0.0003589219123,0.3449754756,0.7821420474,1.563464711,5.801562079,11.52166575,85.76914897,3,5,5,6,8,11,33,0,0,2.56E-06,1.570796327,1.570796327,1.570796327,2.42458703,1.001623995,2.700918734,9.980232917,18.00661839,39.74612252,71.85549069,1204469.047,1,1,2.455982466,6.0858743,0.4758087651,409.2713054
1146197,7287,14622,0,42,1,20,1,5,4,2,0,0,0,11714.05579,0,0.02836638408,0.07097136763,0.4344160449,1.38954365,3.027801665,171.6025355,3,5,6,6,7,8,58,0,0.00512663,0.04947797114,0.1340940698,0.1880189957,1.570348157,3.141592654,1.000326638,1.64474381,2.693807042,11.4501495,66.63230844,159.1069592,208035.8641,0,0,0.8011254129,6.011801839,0.1714967175,187.5545781
1146199,34072,68228,0,0,1,0,0,-42,0,0,1,1,1,44490.69367,2.45E-07,0.005713491241,0.03978607467,0.2271169093,1.11044866,2.399351362,119.501588,3,5,6,6,7,8,113,0,0.006050562615,0.05069799391,0.1257537038,0.1682358676,0.2820324938,2.76197449,1.000072872,1.583716669,2.892600615,11.74804979,89.19855847,244.2597645,3973645762728,1,1,0.6520884926,6.007396102,0.1281945669,109711980.3
1146260,5700,11412,0,0,1,0,0,-6,0,0,1,1,1,2836.005248,4.89E-07,0.004789956462,0.03149727728,0.07523073349,0.4025809252,1.484082721,42.06581994,4,6,6,6,7,7,24,0,0.007653287696,0.05769225411,0.1474700499,0.1625889343,0.1785258102,2.416075548,1.003992973,1.570449724,3.705862023,7.058241626,13.9280482,26.52609616,1516979.137,1,1,0.2485107999,6.006315789,0.1151793517,147.4992418
1146261,5430,10872,0,0,1,0,0,-6,0,0,1,1,1,2844.278584,6.17E-07,0.006088183999,0.03551211239,0.0754439574,0.4495798856,1.473140897,78.097206,4,6,6,6,7,7,21,0,0.005768717533,0.05014764591,0.1406992499,0.1586000072,0.1789447885,1.811681535,1.001297114,1.924635037,3.965313325,7.177739107,18.62625995,30.70043567,100717.4862,1,1,0.261615028,6.006629834,0.1126956072,23.79596227
1146724,32013,64114,0,0,1,0,0,-44,25,13,1,1,1,28472.03212,2.43E-07,0.006650994824,0.02948362301,0.1778613584,0.6889749574,1.555286049,98.76638021,3,5,6,6,7,8,68,0,0.007198928865,0.04985621978,0.1241869038,0.1643794837,0.2447867242,3.141592654,1.000102851,1.445034403,2.521866148,6.378523393,22.56365953,68.30098117,671310203593,1,0,0.4440844764,6.00824665,0.1279804268,11456189.48
1147177,3202,6424,0,0,12,0,0,-6,0,0,0,0,1,5428.816904,2.02E-05,0.1427674923,0.2753835943,0.6675681896,1.199997472,2.909087788,50.0977319,3,5,6,6,7,8,45,0,6.34E-06,0.001201222024,1.57079467,1.570798633,1.570804317,3.141592617,1.008305827,1.477448741,2.726224013,3.798945595,11.56586618,24.19873564,6046.518946,1,1,0.8450835779,6.01623985,0.5847503143,10.94657549
1147240,45720,91440,0,0,1,0,0,0,0,0,1,1,1,6122.020334,0.01010858641,0.01608740936,0.01836980726,0.02433165093,0.04872722906,0.0572928216,5.014629669,6,6,6,6,6,6,6,0,9.95E-06,0.02771106717,0.03455850027,0.03483858629,0.03490769718,1.57080353,1.199300471,1.547818463,2.060515544,3.51617484,3.706892124,3.737376058,475.2594551,1,1,0.0669512285,6,0.02941135048,4.40720179
1148096,3312,6632,0,0,1,0,0,-4,0,0,1,1,1,8757.548805,0.0001071489933,0.0349518385,0.06213942993,0.1604374532,1.631959349,2.495063078,493.9546745,3,5,6,6,7,9,43,0,0,0,1.570796327,1.570796327,1.570796327,2.607093593,1.006055469,1.667541423,2.45284821,7.953309511,29.4407548,64.5974725,21201.4011,1,1,1.320498915,6.007246377,0.5468695386,44.01830035
1148449,1306,2608,0,0,1,0,0,2,0,0,1,1,1,8251.041303,0.009483204453,0.05782689773,0.1820627864,0.2169633477,3.168632762,8.526135267,1086.691446,3,6,6,6,6,7,23,0,8.73E-06,0.07291173634,0.1568669242,0.1572336981,0.157470802,1.570796327,1.180814653,1.606018339,1.956321712,4.218729797,20.3758772,30.90568056,414.5818382,1,1,3.163742831,5.990811639,0.1188383044,7.239825991
1150177,146288,292564,0,0,3,0,0,6,0,0,1,1,1,2497.24533,8.43E-06,0.003542979401,0.006163116899,0.01184729359,0.01708259118,0.01987786499,5.121185565,3,6,6,6,7,7,24,4.13E-09,0.01289226942,0.02585061444,0.04437599817,0.06890171502,0.093850881,3.101565095,1.000000698,1.156530777,1.355328825,1.839250606,2.995672803,4.85791122,39098.44139,1,1,0.008535723228,5.99975391,0.03549613136,3.040825927
115051,1498,2992,0,0,1,0,1,3,1,2,0,0,1,11654.74159,4.54E-07,0.8005921482,1.656401958,3.39980378,8.185676694,12.92667722,128.2032091,2,5,6,7,7,8,32,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000201222,1.354550569,1.902640097,3.229973074,7.709159283,14.6342923,235670619439,1,0,3.895301333,5.990654206,0.5070657522,157533841.7
115053,1521,3038,0,0,1,0,0,2,0,0,1,1,1,11749.48711,0.002513854943,0.8043609714,1.666620691,3.497181432,8.210672099,11.71117966,128.2032091,3,5,6,7,7,8,28,0,0,0,1.570796327,1.570796327,1.570796327,2.285830992,1.000201222,1.359206979,1.908158412,3.229045998,7.354179651,13.72468757,469.5844664,1,1,3.867507277,5.992110454,0.5056856747,5.34074378
115054,1589,3174,0,0,1,0,2,4,2,4,0,0,1,11817.28586,2.48E-07,0.7993359939,1.631119247,3.367916745,7.942847848,11.61925174,128.2032091,2,5,6,7,7,8,32,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000201222,1.367746747,1.925453067,3.184452413,7.81361245,15.10504344,551277452986,1,0,3.723152445,5.989930774,0.5128608998,495871506.7
115059,1617,3230,0,0,1,0,1,3,1,2,0,0,1,11816.3183,4.54E-07,0.8004608955,1.603551249,3.308337854,7.782055514,11.62898164,128.2032091,2,5,6,7,7,8,32,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000201222,1.383664014,1.929355837,3.205914796,7.834386549,15.22360452,235670619439,1,0,3.658302879,5.991341991,0.5108780615,145926085.6
115060,1525,3046,0,0,1,0,1,3,1,2,0,0,1,11800.92873,4.54E-07,0.7993904307,1.66737393,3.440965632,8.19262945,12.38276285,128.2032091,2,5,6,7,7,8,32,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000201222,1.352822061,1.904359271,3.181454842,8.049316429,15.52100327,235670619439,1,0,3.874237928,5.990819672,0.5102738153,154741055.7
115061,1631,3258,0,0,1,0,1,3,1,2,0,0,1,11911.04477,4.54E-07,0.8107077183,1.629147466,3.365001709,7.719925344,10.96851033,128.2032091,2,5,6,7,7,8,28,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000201222,1.383664014,1.922578278,3.023033555,6.700168043,13.08471798,235670619439,1,0,3.655937622,5.991416309,0.5104308757,144671963
115062,1691,3378,0,0,1,0,1,3,1,2,0,0,1,11957.25897,4.54E-07,0.8175930647,1.573428918,3.259731635,7.583339904,10.40288028,128.2032091,2,5,6,7,7,8,32,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000201222,1.392755553,1.923461187,2.982064834,6.856556566,13.08959107,235670619439,1,0,3.539745106,5.991720875,0.5126901564,139532639.2
115063,1768,3532,0,0,1,0,1,3,1,2,0,0,1,11954.80498,4.54E-07,0.7993361469,1.465695728,3.059535716,7.555066232,9.90593776,128.2032091,2,5,6,7,7,8,32,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000201222,1.41691718,1.952317176,3.101052302,7.054321752,13.46148653,235670619439,1,0,3.384712621,5.992081448,0.5147081301,133448826.7
115064,1642,3280,0,0,1,0,1,3,1,2,0,0,1,11942.27742,4.54E-07,0.8261396223,1.636910789,3.352215809,7.73670638,10.61600018,128.2032091,2,5,6,7,7,8,32,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000201222,1.371949084,1.902497216,2.974933801,6.973935718,13.40665556,235670619439,1,0,3.640938237,5.991473812,0.5132939732,143701602.1
115065,1721,3438,0,0,1,0,1,3,1,2,0,0,1,11977.85461,4.54E-07,0.8051120985,1.529678282,3.186755679,7.584537818,10.61600018,128.2032091,2,5,6,7,7,8,32,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000201222,1.403513221,1.934122061,3.045175187,7.156346836,13.38816529,235670619439,1,0,3.483960038,5.991865195,0.5140842709,137097514.7
115066,1721,3438,0,0,1,0,1,3,1,2,0,0,1,11935.84415,4.54E-07,0.8107077183,1.528018526,3.181685277,7.584537532,10.19528197,128.2032091,2,5,6,7,7,8,32,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000201222,1.408085114,1.937271739,3.077191833,7.315830344,14.53315052,235670619439,1,0,3.471740591,5.991865195,0.5126194004,137097514.9
115067,1633,3262,0,0,1,0,1,3,1,2,0,0,1,11940.9077,4.54E-07,0.8127947681,1.628659184,3.362083616,7.73670638,11.46978337,128.2032091,2,5,6,7,7,8,32,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000201222,1.381338031,1.908564192,2.982064834,6.808499337,13.66637723,235670619439,1,0,3.66060935,5.991426822,0.5112712053,144494560.1
115068,1790,3576,0,0,1,0,1,3,1,2,0,0,1,11957.53399,4.54E-07,0.7915650269,1.44520708,3.016178958,7.48886433,9.698898448,128.2032091,2,5,6,7,7,8,32,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000087869,1.438637294,1.97362983,3.114087525,6.976741638,13.06345358,235670619439,1,0,3.343829417,5.992178771,0.5146510155,131806839.1
115069,1717,3430,0,0,1,0,1,3,1,2,0,0,1,11935.83131,4.54E-07,0.8077325231,1.529188328,3.22476415,7.584537532,10.11659073,128.2032091,2,5,6,7,7,8,32,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000201222,1.407986242,1.932831571,3.083743468,7.166385293,13.48414158,235670619439,1,0,3.479834202,5.991846243,0.5125925847,137417275.7
115070,1436,2868,0,0,1,0,1,3,1,2,0,0,1,11780.75714,4.54E-07,0.8073734637,1.737928437,3.612361429,8.835794944,13.20150575,128.2032091,2,5,6,7,7,8,32,0,0,0,1.570796327,1.570796327,1.570796327,3.141592654,1.000201222,1.332364599,1.888483536,3.080916472,7.797354327,14.66621727,235670619439,1,0,4.107655908,5.990250696,0.5075628538,164344928.1
1153643,383,776,0,0,1,4,0,-7,0,0,1,1,1,1102.870749,0.003432707176,0.1256875917,0.4905677799,0.6814177366,1.323997624,3.45312506,49.42840512,4,5,6,6,6,8,16,0,0,0,1.570796327,1.570796327,1.570796327,1.572195028,1.023654983,1.825900304,5.751720874,7.868265662,15.01615174,15.01624667,19128.13102,0,0,1.421225191,6.088772846,0.5505902733,31.76764892
1153645,383,776,0,0,1,4,0,-7,0,0,1,1,1,1247.099863,0.004946930871,0.2451979504,0.4905678453,0.6765828443,1.176889663,5.78999974,42.18749732,4,5,6,6,7,9,18,0,0,0,1.570796327,1.570796327,1.570796327,1.572194966,1.042552052,3.480774147,6.431001526,9.328867119,15.01616877,23.02312457,27973.71328,0,0,1.607087453,6.088772846,0.5505902732,65.77445468
115423,540674,1081344,0,0,1,0,0,2,555,0,1,1,1,21505.3474,0.003339171689,0.01294122198,0.0149777493,0.01684186042,0.01948166891,0.02174149453,2.140329229,4,6,6,6,6,6,64,0,0.01521827241,0.04716036912,0.1114748062,0.1857042025,0.2431756507,3.140619284,1.003607,1.191198324,1.216930684,1.277706224,1.527121036,1.72552352,13.84593164,1,0,0.01988760968,5.999977805,0.07975654762,1.373862849
115532,141287,282570,0,0,1,0,0,2,246,12,1,1,1,51304.30168,7.06E-06,0.01808894378,0.06491534588,0.2064520009,0.4350102497,0.6343657037,12.54364365,3,6,6,6,8,8,76,0,0.002147608018,0.009211918755,0.03247821711,0.1069334007,0.221818978,3.141592654,1.000040357,1.421428327,2.081141501,4.343151193,10.88976774,19.5021597,478395.0127,1,0,0.1815631584,5.999915066,0.0452060397,9.603683129
115601,184,372,0,0,1,0,0,-2,0,0,1,1,1,16879.36127,0.403489275,15.67922323,31.3584729,54.09353221,69.77302332,93.73132815,485.5333703,3,5,6,6,7,9,21,0,0,0,1.570796327,1.570796327,1.570796327,1.570796327,1.131952444,1.494454378,3.892084492,5.293680964,44.94614932,51.03900384,20923.17398,1,1,45.37462708,6.065217391,0.5517492474,72.17219063
1156747,22787,45586,0,0,1,0,0,-6,0,0,1,1,1,17410.37104,3.47E-08,0.005816976414,0.02110170308,0.12534792,0.3844995621,0.9095528307,786.7424689,3,5,6,6,7,8,86,0,0.008252834567,0.05015354492,0.1191332793,0.1598148161,0.1783509919,3.042844297,1.000068041,1.371068359,2.136665386,5.981413259,22.26326265,69.00302341,368845343.4,1,1,0.3819236396,6.001579848,0.1150047105,14799.09173
115733,6971,14038,0,0,1,0,0,-48,148,56,1,1,1,32429.35968,0.0001240983838,0.1842095605,0.4670640862,1.587002669,5.973367761,10.77407889,58.46205996,3,6,6,6,7,7,12,0,2.93E-06,0.06262718311,0.5689044205,0.7944916504,1.018258374,3.141592654,1.000454514,1.669789152,3.095426782,6.634230947,11.90610881,13.88361591,1105051390,1,0,2.310112529,6.041314015,0.2910135782,1063791.677
1158261,60,116,0,0,1,0,0,2,0,0,1,1,1,10250.10716,3.56398605,12.83060756,45.97622829,146.6954214,189.3179954,261.2370833,539.3934949,4,5,6,7,7,7,8,0,4.00E-06,0.7853932895,0.7854076334,1.047200579,1.570795984,1.570805393,1.024517401,2.377991264,3.563326609,11.21419693,18.25345,32.59854843,162.7776747,1,1,88.36299272,5.8,0.5662909957,10.18442237
1158262,60,116,0,0,1,0,0,2,0,0,1,1,1,12150.20908,3.563720565,12.83688477,49.1835961,147.8776242,203.6167939,414.5653198,748.6871512,4,5,6,7,7,7,8,0,7.12E-06,0.785390617,0.7854101249,1.047201978,1.570795976,1.570801133,1.024512147,2.377988825,3.720854113,11.47381673,24.88301664,49.20609664,197.4322915,1,1,104.7431817,5.8,0.5662909572,12.36570284
1158263,816,1616,0,0,4,0,0,8,0,0,1,1,1,6269.138492,0.008219936939,0.4822863972,1.024247285,1.962420189,15.40763468,15.40767722,49.13672606,4,5,6,6,7,7,15,0,1.37E-05,0.06302207087,0.7813238433,0.7858970786,0.789473357,1.570797332,1.012490726,2.910402661,4.895384076,17.2784696,26.18667796,42.6335808,252.2782427,1,1,3.879417384,5.941176471,0.2950820169,15.05083114
1158264,60,116,0,0,1,0,0,2,0,0,1,1,1,8959.5633,3.563993811,12.8305793,42.76854276,113.7095064,189.318487,244.7627982,397.0762764,4,5,6,7,7,7,8,0,4.24E-06,0.7853935764,0.7854051406,1.047200393,1.570795684,1.570796727,1.024514867,2.18989841,3.519153981,10.13937339,15.54407954,20.84541892,27.81209318,1,1,77.23761465,5.8,0.5662896558,6.801908587
1158265,884,1768,0,0,1,0,0,0,0,0,1,1,1,20317.78544,0.0005484322513,0.1236591953,0.6661263672,5.471912493,9.056888625,15.72597733,1005.038678,3,5,5,6,7,11,26,0,9.78E-05,0.04907736034,1.567690342,1.570821927,1.572135515,1.633780941,1.10464616,1.951023532,4.200031695,30.37699888,83.93927669,145.5385255,12268.30044,1,1,11.49196009,6,0.5052043643,65.45090436
1158266,448,892,0,0,1,0,0,2,0,0,1,1,1,3921.065141,0.0112834755,1.922508809,2.205009625,5.935550151,9.454786017,9.455015405,29.88949918,4,5,6,7,7,7,9,0,0,0.06944751662,0.7847957266,0.786002091,0.7860084753,1.570796327,1.196173357,1.275834931,2.105823005,11.21350172,14.00062929,18.48004112,207.9279464,1,1,4.395812938,5.973214286,0.3198998234,7.925019544
1158267,1636,3268,0,0,1,0,0,2,0,0,1,1,1,51804.86448,0.000906888546,0.01080294998,0.0184709558,0.2043454458,5.485373632,48.97657369,2565.261264,3,6,6,6,6,7,21,0,0.0008548212407,0.06546285631,0.1207018603,0.123583442,0.7853933575,1.570987161,1,1.224239762,1.740544799,5.420332756,30.47475922,142.603163,2221.017418,1,1,15.85216171,5.992665037,0.1258014905,21.70666492
1158268,4945,9894,0,0,1,0,0,-2,0,0,1,1,1,181543.9922,0.00239315864,0.5455517711,1.503976236,5.629454686,16.86944603,43.48630458,4521.15897,3,5,6,6,7,8,38,0,8.84E-06,0.06943994938,0.7860034357,1.570796327,1.570801041,2.355935603,1.006825776,1.628804738,3.281174478,13.2500404,31.93826212,69.58557952,677160.0267,1,1,18.34889754,6.002426694,0.4534994839,145.6524418
1158269,10895,21790,0,0,1,0,0,0,0,0,1,1,1,154300.8124,0.001061035223,0.006500234359,0.01335011408,0.9256085145,6.687177056,7.595576611,5810.461369,3,6,6,6,7,7,38,0,0.01250182658,0.05507350846,0.09820584156,0.784794842,1.570765952,1.840598739,1.004549064,1.257863193,1.703225807,3.828418889,42.07615335,152.7661681,13093.06549,1,1,7.081267204,6,0.1837697745,28.88231034
116051,3426,6864,0,0,1,0,0,-6,0,0,1,1,1,1538.149792,0.0003768210318,0.03376286216,0.08708488941,0.2322267294,0.46445328,0.9289065003,3.715626001,4,5,6,7,7,8,11,0,0,0,0,1.570796327,1.570796327,2.557600033,1.000031953,1.209909655,1.316934286,1.523520654,1.887488509,2.373200903,3003.139225,1,1,0.2240894219,6.010507881,0.2271087966,2.385920904
116060,16716,34312,0,0,23,130,426,454,14005,2594,0,0,0,131461.2986,5.40E-06,0.312153358,0.9320917731,4.345025958,7.204359399,15.6025827,809.5544975,2,6,6,6,7,8,29,0,2.12E-05,0.08401863613,0.385882549,0.7872726114,1.570796327,3.141592654,1.00000046,1.603020956,2.245770054,5.731371156,14.16174789,21.60696386,19734738.73,0,0,3.831350506,6.050969131,0.3018368381,1148.546035
116062,832,1732,0,0,2,0,34,36,237,68,0,0,1,4087.196257,0.00773718478,0.1489007889,0.3121619763,1.668901642,9.46967911,17.14477394,36.35005325,4,6,6,6,7,8,14,0,1.72E-05,0.1836492186,0.3926981355,0.785375434,1.570796105,1.570822579,1.005737267,1.743471976,2.437882186,4.940027415,13.39589595,23.2541453,1084.0774,1,0,2.359813081,6.076923077,0.3099017652,6.857662389
116063,160,312,0,0,2,0,0,4,0,0,1,1,1,525.7627025,0.05515518294,0.211193064,1.236060783,2.725905,4.291997627,4.292008286,4.29221403,4,6,6,6,7,7,8,0,0,0.3926584475,1.570796327,1.570796327,1.570796327,1.570796327,1.001219592,2.215691004,3.547128634,6.439406682,7.325269855,7.325440598,17.53078891,1,1,1.685136867,5.85,0.617578043,4.327218953
